fsq_place_id,name,latitude,longitude,address,locality,region,postcode,admin_region,post_town,po_box,country,date_created,date_refreshed,date_closed,tel,website,email,facebook_id,instagram,twitter,fsq_category_ids,fsq_category_labels,placemaker_url,geom,bbox,labels_str,taco_restaurant
4eb1aedce3008b29019e6d8a,Taqueria El poblano,32.7187474368929,-114.72881772102178,,,,,,,,MX,2011-11-02,2022-05-06,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4eb1aedce3008b29019e6d8a,"b'\x00\x00\x00\x00\x01\xc0\\\xae\xa4\xf3\x15""*@@[\xff\xea\x7f\xc4\xf8'","{'xmin': -114.72881772102178, 'ymin': 32.7187474368929, 'xmax': -114.72881772102178, 'ymax': 32.7187474368929}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
510eab9de4b01d3af836f1c6,Tacos El Compita,32.541126097631306,-116.93140141051879,,Tijuana,Baja California,22436,,,,MX,2013-02-03,2024-11-27,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/510eab9de4b01d3af836f1c6,b'\x00\x00\x00\x00\x01\xc0];\x9c\x14\xa9h\x18@@EC\x9e\xb6+V',"{'xmin': -116.93140141051879, 'ymin': 32.541126097631306, 'xmax': -116.93140141051879, 'ymax': 32.541126097631306}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4d17dc2e81cea35de7afe9ec,Taqueria Los Amigos,32.57234943037695,-116.6256918723134,Miguel Hidalgo,Tecate,Baja California,21400,,,,MX,2010-12-27,2023-11-06,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4d17dc2e81cea35de7afe9ec,b'\x00\x00\x00\x00\x01\xc0](\x0bU\xec=a@@IB\xbf\x02\xad7',"{'xmin': -116.6256918723134, 'ymin': 32.57234943037695, 'xmax': -116.6256918723134, 'ymax': 32.57234943037695}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
55254bf9498e88d7b71fed89,i love 80s,32.669296,-115.402098,,Mexicali,BN,,,,,MX,2015-04-08,2019-04-14,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/55254bf9498e88d7b71fed89,b'\x00\x00\x00\x00\x01\xc0\\\xd9\xbb\xf9?\xf2^@@U\xab}\xc7\xab\xfc',"{'xmin': -115.402098, 'ymin': 32.669296, 'xmax': -115.402098, 'ymax': 32.669296}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4ee13b9df9ab478e5855a21e,Tortas Don Felipe,32.65672815553483,-115.43102071954355,,,,,,,,MX,2011-12-08,2013-12-04,2013-12-04,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4ee13b9df9ab478e5855a21e,b'\x00\x00\x00\x00\x01\xc0\\\xdb\x95\xd7\xed\x95\xa1@@T\x0f\xab\x0f17',"{'xmin': -115.43102071954355, 'ymin': 32.65672815553483, 'xmax': -115.43102071954355, 'ymax': 32.65672815553483}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4cfdcbe9ee9cb60cdf729cad,El Danny's Asadero,32.64933823646009,-115.50629751145831,Calle 10,Mexicali,BC,,,,,MX,2010-12-07,2013-12-28,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4cfdcbe9ee9cb60cdf729cad,b'\x00\x00\x00\x00\x01\xc0\\\xe0g-\xadp\x9e@@S\x1d\x83\xec\xd1\xb7',"{'xmin': -115.50629751145831, 'ymin': 32.64933823646009, 'xmax': -115.50629751145831, 'ymax': 32.64933823646009}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4f6f5e83e4b02781d5a09155,Los tacos de mixiote,32.5246763,-117.0550395,Londres y Roma,,,,,,,MX,2012-03-25,2012-03-25,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4f6f5e83e4b02781d5a09155,b'\x00\x00\x00\x00\x01\xc0]C\x85\xc4e\x1f?@@C(\x97\xce\xbe?',"{'xmin': -117.0550395, 'ymin': 32.5246763, 'xmax': -117.0550395, 'ymax': 32.5246763}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5ad4faf0a0215b2a9f05fb3c,Birriería La 9,32.60246,-115.37508,,Mexicali,Baja California,,,,,MX,2018-04-16,2024-03-26,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5ad4faf0a0215b2a9f05fb3c,b'\x00\x00\x00\x00\x01\xc0\\\xd8\x01O\x8bX\x8e@@M\x1dh\xc6\x92\xf7',"{'xmin': -115.37508, 'ymin': 32.60246, 'xmax': -115.37508, 'ymax': 32.60246}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5e2361935159da000884575f,San Pedro Birrieria,32.644873,-115.46693,Calle F 2464,Mexicali,BC,21030,,,,MX,2020-01-18,2020-03-04,,,,,,,,['4bf58dd8d48988d1c1941735' '4bf58dd8d48988d151941735'],"['Dining and Drinking > Restaurant > Mexican Restaurant'
 'Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant']",https://foursquare.com/placemakers/review-place/5e2361935159da000884575f,b'\x00\x00\x00\x00\x01\xc0\\\xdd\xe2.]\xe1]@@R\x8b2\xce\x89e',"{'xmin': -115.46693, 'ymin': 32.644873, 'xmax': -115.46693, 'ymax': 32.644873}","dining and drinking > restaurant > mexican restaurant, dining and drinking > restaurant > mexican restaurant > taco restaurant",1
520ef7d9498e9d9f5af86a34,Asadero El Chaparra,32.613641,-115.405293,,,,,,,,MX,2013-08-17,2016-05-02,,686 117 2837,,korduno@hotmail.com,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/520ef7d9498e9d9f5af86a34,b'\x00\x00\x00\x00\x01\xc0\\\xd9\xf0R\r\x13\x0e@@N\x8b\xc9\xcd>\x0c',"{'xmin': -115.405293, 'ymin': 32.613641, 'xmax': -115.405293, 'ymax': 32.613641}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
58236c7477259231d51abcf6,Los Antojos De Mamá,32.636078,-115.48523,,Mexicali,Baja California,,,,,MX,2016-11-09,2016-11-09,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/58236c7477259231d51abcf6,b'\x00\x00\x00\x00\x01\xc0\\\xdf\x0e\x02!Bp@@Qk\x00\xff\xda@',"{'xmin': -115.48523, 'ymin': 32.636078, 'xmax': -115.48523, 'ymax': 32.636078}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
