fsq_place_id,name,latitude,longitude,address,locality,region,postcode,admin_region,post_town,po_box,country,date_created,date_refreshed,date_closed,tel,website,email,facebook_id,instagram,twitter,fsq_category_ids,fsq_category_labels,placemaker_url,geom,bbox,labels_str,taco_restaurant
4e3034d87d8bf59d291e47c5,La Pradera de la Ocho,31.868632230241726,-116.6181476804642,Calle Ocho,Ensenada,Baja California,,,,,MX,2011-07-27,2015-07-22,,646 178 2062,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4e3034d87d8bf59d291e47c5,"b""\x00\x00\x00\x00\x01\xc0]'\x8f\xbbI\xecJ@?\xde^\xae\x8d#\xc7""","{'xmin': -116.6181476804642, 'ymin': 31.868632230241726, 'xmax': -116.6181476804642, 'ymax': 31.868632230241726}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5802f714d67cf4fbaf0640a3,Taqueria La Papa Loca,32.53098,-117.1226,,Tijuana,Baja California,,,,,MX,2016-10-16,2018-03-24,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5802f714d67cf4fbaf0640a3,"b""\x00\x00\x00\x00\x01\xc0]G\xd8\xad\xab\x9fV@@C\xf7'\x13j@""","{'xmin': -117.1226, 'ymin': 32.53098, 'xmax': -117.1226, 'ymax': 32.53098}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5da94487eda24b0008f3a5d7,El Zarpazo (Loyola),31.834232,-116.605774,,Ensenada,Baja California,22890,,,,MX,2019-10-18,2024-10-04,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5da94487eda24b0008f3a5d7,b'\x00\x00\x00\x00\x01\xc0]&\xc5\x00O\xb1\x18@?\xd5\x90:uF\xd4',"{'xmin': -116.605774, 'ymin': 31.834232, 'xmax': -116.605774, 'ymax': 31.834232}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5269eba4498e6dc3a4fda6d6,El poblanito,31.887916564941406,-116.61032104492188,,,,,,,,MX,2013-10-25,2013-10-25,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5269eba4498e6dc3a4fda6d6,"b""\x00\x00\x00\x00\x01\xc0]'\x0f\x80\x00\x00\x00@?\xe3N\x80\x00\x00\x00""","{'xmin': -116.61032104492188, 'ymin': 31.887916564941406, 'xmax': -116.61032104492188, 'ymax': 31.887916564941406}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5935bf9d9fca56481bb46e46,Los Amigos Taqueria Y Mariscos,32.52154,-117.023125,,Tijuana,Baja California,22015,,,,MX,2017-06-05,2018-07-12,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5935bf9d9fca56481bb46e46,b'\x00\x00\x00\x00\x01\xc0]Az\xe1G\xae\x14@@B\xc1\xd2\x9d\xc7&',"{'xmin': -117.023125, 'ymin': 32.52154, 'xmax': -117.023125, 'ymax': 32.52154}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5b37cd8075dcb7002cdf8754,Birria El Cimarrón,32.651245,-115.43271,,Mexicali,Baja California,21240,,,,MX,2018-06-30,2018-12-05,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5b37cd8075dcb7002cdf8754,b'\x00\x00\x00\x00\x01\xc0\\\xdb\xb1\x85H\xa9\xbd@@S[\xff\x04W~',"{'xmin': -115.43271, 'ymin': 32.651245, 'xmax': -115.43271, 'ymax': 32.651245}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4db3ee00cda1c57c82512a87,Tacos Varios,32.53604058299482,-117.03359205871696,"22000, Av. Negrete 8391",Tijuana,BC,,,,,MX,2011-04-24,2024-03-30,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4db3ee00cda1c57c82512a87,b'\x00\x00\x00\x00\x01\xc0]B&_Nf\x0f@@D\x9c\xfaR\xa5Q',"{'xmin': -117.03359205871696, 'ymin': 32.53604058299482, 'xmax': -117.03359205871696, 'ymax': 32.53604058299482}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
6605bbc85507a151fb66639d,Tacos El Tijuano Suc. Libertad,32.53451180266255,-117.01116912066936,"Catorceava 1125, Libertad.",Tijuana,Baja California,22400,,,,MX,2024-03-28,2024-07-23,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/6605bbc85507a151fb66639d,b'\x00\x00\x00\x00\x01\xc0]@\xb6\xfe\xb0\x00\x00@@Dj\xe1\xfb\xe1~',"{'xmin': -117.01116912066936, 'ymin': 32.53451180266255, 'xmax': -117.01116912066936, 'ymax': 32.53451180266255}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4f2ec436e4b09d49e99b17e3,Barbacoa Tortus,32.351389,-117.049456,Rosarito,,,,,,,MX,2012-02-05,2012-02-05,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4f2ec436e4b09d49e99b17e3,"b'\x00\x00\x00\x00\x01\xc0]C*I\x7f\xa5\xd3@@,\xfaP\x93\x96J'","{'xmin': -117.049456, 'ymin': 32.351389, 'xmax': -117.049456, 'ymax': 32.351389}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5014bb30e4b05355710d24c1,Tacos sin nombre,32.4980354309082,-116.89104461669922,,,,,,,,MX,2012-07-29,2012-07-29,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5014bb30e4b05355710d24c1,b'\x00\x00\x00\x00\x01\xc0]9\x06\xe0\x00\x00\x00@@?\xbf\xa0\x00\x00\x00',"{'xmin': -116.89104461669922, 'ymin': 32.4980354309082, 'xmax': -116.89104461669922, 'ymax': 32.4980354309082}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
