fsq_place_id,name,latitude,longitude,address,locality,region,postcode,admin_region,post_town,po_box,country,date_created,date_refreshed,date_closed,tel,website,email,facebook_id,instagram,twitter,fsq_category_ids,fsq_category_labels,placemaker_url,geom,bbox,labels_str,taco_restaurant
4cd67da9b2a43704e5128544,La Taquiza De Chente,32.659622,-115.46802435,Mariano Arista,Mexicali,,,,,,MX,2010-11-07,2022-12-06,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4cd67da9b2a43704e5128544,b'\x00\x00\x00\x00\x01\xc0\\\xdd\xf4\x1cg>\xd3@@Tn~b\xdcn',"{'xmin': -115.46802435, 'ymin': 32.659622, 'xmax': -115.46802435, 'ymax': 32.659622}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
61934cfb37166e09a885030f,Taqueria Los Parados,32.449795,-117.025051,,Tijuana,BC,22667,,,,MX,2021-11-16,2023-07-20,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/61934cfb37166e09a885030f,b'\x00\x00\x00\x00\x01\xc0]A\x9ao\x82n\xdb@@9\x92\xe1\xefs\xc1',"{'xmin': -117.025051, 'ymin': 32.449795, 'xmax': -117.025051, 'ymax': 32.449795}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5c730d6a135b390039b11539,Tacos De Guisado Doña Chuy,32.639524,-115.432093,Río Culiacán,Mexicali,BC,21270,,,,MX,2019-02-24,2019-02-24,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5c730d6a135b390039b11539,"b""\x00\x00\x00\x00\x01\xc0\\\xdb\xa7ie\xf5'@@Q\xdb\xec$\x80\xe9""","{'xmin': -115.432093, 'ymin': 32.639524, 'xmax': -115.432093, 'ymax': 32.639524}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4d1f8169b69c6dcbb7c96795,Birrieria El Poblano,32.56965849994961,-116.64464619368725,Carretera Federal 2 13,Tecate,Baja California,,,,,MX,2011-01-01,2024-07-29,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4d1f8169b69c6dcbb7c96795,b'\x00\x00\x00\x00\x01\xc0])A\xe2\x1b\xd8+@@H\xea\x91\xd9\x96\x04',"{'xmin': -116.64464619368725, 'ymin': 32.56965849994961, 'xmax': -116.64464619368725, 'ymax': 32.56965849994961}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5218eb0511d23818947026de,Tacos De Birria,32.534053802490234,-116.97332763671875,,,,,,,,MX,2013-08-24,2013-08-24,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5218eb0511d23818947026de,b'\x00\x00\x00\x00\x01\xc0]>K\x00\x00\x00\x00@@D[\xe0\x00\x00\x00',"{'xmin': -116.97332763671875, 'ymin': 32.534053802490234, 'xmax': -116.97332763671875, 'ymax': 32.534053802490234}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
50319923e4b04d70bf7579e6,Festival del taco y la cerveza,31.860576727988352,-116.62409025060828,,,,,,,,MX,2012-08-20,2014-02-22,2014-02-22,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/50319923e4b04d70bf7579e6,"b""\x00\x00\x00\x00\x01\xc0]'\xf1\x18<\x07\\@?\xdcN\xc1\xa6h\x9e""","{'xmin': -116.62409025060828, 'ymin': 31.860576727988352, 'xmax': -116.62409025060828, 'ymax': 31.860576727988352}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5f82cc2c7a1eff27bfc09360,Tlacoalcalli,32.438339,-114.751707,Mexico B,San Luis Río Colorado,SON,83490,,,,MX,2020-10-11,2023-09-13,,,,,,,,['4bf58dd8d48988d1c1941735' '4bf58dd8d48988d151941735'],"['Dining and Drinking > Restaurant > Mexican Restaurant'
 'Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant']",https://foursquare.com/placemakers/review-place/5f82cc2c7a1eff27bfc09360,"b""\x00\x00\x00\x00\x01\xc0\\\xb0\x1b\xf7\xadK'@@8\x1b~\n\xc7\xda""","{'xmin': -114.751707, 'ymin': 32.438339, 'xmax': -114.751707, 'ymax': 32.438339}","dining and drinking > restaurant > mexican restaurant, dining and drinking > restaurant > mexican restaurant > taco restaurant",1
6161ebb62367e8357a532de5,Xolo-Tacos La Cuesta Otay,32.533585,-116.944379,,Tijuana,BC,22430,,,,MX,2021-10-09,2023-06-09,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/6161ebb62367e8357a532de5,b'\x00\x00\x00\x00\x01\xc0]<p\xb4\x9e\x01\xde@@DL\x83fQn',"{'xmin': -116.944379, 'ymin': 32.533585, 'xmax': -116.944379, 'ymax': 32.533585}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
58abd2bd5151468b30f7bd33,Tacos Federico,32.62494,-115.438062,Boulevard Lazaro Cardenas 2776,Mexicali,Baja California,21297,,,,MX,2010-10-13,2010-10-13,,686 592 8797,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/58abd2bd5151468b30f7bd33,b'\x00\x00\x00\x00\x01\xc0\\\xdc\t52\xe7\xb4@@O\xfe\x08\xae\xfb+',"{'xmin': -115.438062, 'ymin': 32.62494, 'xmax': -115.438062, 'ymax': 32.62494}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4e4e8d34483bb77049027959,Taquería Los Rodriguez,32.50256084677244,-116.97978945608783,Av. del Fuerte entre San Pedro y Romano,Tijuana,Baja California,22116,,,,MX,2011-08-19,2024-02-18,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4e4e8d34483bb77049027959,b'\x00\x00\x00\x00\x01\xc0]>\xb4\xde\xd5\xb79@@@S\xe9\xf0\x91\xa0',"{'xmin': -116.97978945608783, 'ymin': 32.50256084677244, 'xmax': -116.97978945608783, 'ymax': 32.50256084677244}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
564a2309498ee052eb04e46c,Tacos Chago's,20.652184007155633,-103.44106491618689,Banderillas,Zapopan,jalisco,45050,,,,MX,2015-11-16,2023-11-10,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/564a2309498ee052eb04e46c,b'\x00\x00\x00\x00\x01\xc0Y\xdc:hW\x9b\xe2@4\xa6\xf5\x87\xf5\xb5*',"{'xmin': -103.44106491618689, 'ymin': 20.652184007155633, 'xmax': -103.44106491618689, 'ymax': 20.652184007155633}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5c29785a286fda002c9835b5,El Nopalito,20.898533,-105.411551,,San Francisco,NAY,63729,,,,MX,2018-12-31,2018-12-31,,,,,,,,['4bf58dd8d48988d1c1941735' '4bf58dd8d48988d151941735'],"['Dining and Drinking > Restaurant > Mexican Restaurant'
 'Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant']",https://foursquare.com/placemakers/review-place/5c29785a286fda002c9835b5,b'\x00\x00\x00\x00\x01\xc0ZZV\xda\x01h\xb6@4\xe6\x06B9`t',"{'xmin': -105.411551, 'ymin': 20.898533, 'xmax': -105.411551, 'ymax': 20.898533}","dining and drinking > restaurant > mexican restaurant, dining and drinking > restaurant > mexican restaurant > taco restaurant",1
4ef2aa328b81368cf89fa3d9,Pepes Taco Las Ceibas,20.70423323588563,-105.27273714339898,Carretera Federal 200 #251,Bahia De Banderas,Nayarit,,,,,MX,2011-12-22,2017-03-20,2017-03-20,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4ef2aa328b81368cf89fa3d9,b'\x00\x00\x00\x00\x01\xc0ZQt\x86}\xd3f@4\xb4H\xa1\x1c\xe2\x92',"{'xmin': -105.27273714339898, 'ymin': 20.70423323588563, 'xmax': -105.27273714339898, 'ymax': 20.70423323588563}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5a52d27a628c834eca8da115,Los Mixes,21.86614,-102.28502,Av. de la Convención,Aguascalientes,Aguascalientes,20278,,,,MX,2018-01-08,2023-07-04,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5a52d27a628c834eca8da115,b'\x00\x00\x00\x00\x01\xc0Y\x92=\xc4\x86\xad.@5\xdd\xbbY\xdd\xc1\xe8',"{'xmin': -102.28502, 'ymin': 21.86614, 'xmax': -102.28502, 'ymax': 21.86614}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
59fd384d59c4232cc83ee249,Los Mexicanos,19.235228,-103.67997,Feria de Todos Santos Colima,Colima,Colima,28610,,,,MX,2017-11-04,2019-11-15,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/59fd384d59c4232cc83ee249,b'\x00\x00\x00\x00\x01\xc0Y\xeb\x84\xa0\xe4\x10\xb6@3<7\xe6\xf7\x1a~',"{'xmin': -103.67997, 'ymin': 19.235228, 'xmax': -103.67997, 'ymax': 19.235228}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5b53520fdd70c5003946ce7f,Birria Pepe,20.727995,-103.412186,,Zapopan,Jalisco,45140,,,,MX,2018-07-21,2018-07-21,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5b53520fdd70c5003946ce7f,b'\x00\x00\x00\x00\x01\xc0Y\xdaaAcw\x9f@4\xba]\xe1\\\xa6\xca',"{'xmin': -103.412186, 'ymin': 20.727995, 'xmax': -103.412186, 'ymax': 20.727995}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
634a1978480c1a5accf1dce4,Taquería Los De La Ventana,19.251328,-103.731649,Pino Suarez Esquina Balvino Davalos,Colima,COL,28050,,,,MX,2022-10-15,2023-03-22,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/634a1978480c1a5accf1dce4,b'\x00\x00\x00\x00\x01\xc0Y\xee\xd3VS\xc9\xac@3@W\x08$\x91\xb0',"{'xmin': -103.731649, 'ymin': 19.251328, 'xmax': -103.731649, 'ymax': 19.251328}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
56ba2b0238fad031f723f50a,Tacos De Bistek,21.86537215730212,-102.69155072462878,,,,,,,,MX,2016-02-09,2016-02-09,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/56ba2b0238fad031f723f50a,b'\x00\x00\x00\x00\x01\xc0Y\xacB]\xf8s\x91@5\xdd\x89\x07\x9a{H',"{'xmin': -102.69155072462878, 'ymin': 21.86537215730212, 'xmax': -102.69155072462878, 'ymax': 21.86537215730212}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
50d77db0e4b047bb0ad332e5,Las Ahogadas De La China,21.89874,-102.313248,Av. Fundición 2007-A,Aguascalientes,AGS,20010,,,,MX,2012-12-23,2014-05-23,,449 912 3149,,,,,,['4bf58dd8d48988d1c1941735' '4bf58dd8d48988d151941735'],"['Dining and Drinking > Restaurant > Mexican Restaurant'
 'Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant']",https://foursquare.com/placemakers/review-place/50d77db0e4b047bb0ad332e5,b'\x00\x00\x00\x00\x01\xc0Y\x94\x0cAV\xe2e@5\xe6\x13\xd3\x1b\x9bg',"{'xmin': -102.313248, 'ymin': 21.89874, 'xmax': -102.313248, 'ymax': 21.89874}","dining and drinking > restaurant > mexican restaurant, dining and drinking > restaurant > mexican restaurant > taco restaurant",1
52cdbdfb498e326a0aba8093,"Tacos ""El Tony""",20.69459273440449,-103.28748903196707,Hacienda Apacuero 2326,Guadalajara,Jalisco,44720,,,,MX,2014-01-08,2016-08-17,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/52cdbdfb498e326a0aba8093,b'\x00\x00\x00\x00\x01\xc0Y\xd2f8e\x90w@4\xb1\xd0\xd4VNw',"{'xmin': -103.28748903196707, 'ymin': 20.69459273440449, 'xmax': -103.28748903196707, 'ymax': 20.69459273440449}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4e41eb0962843d3dc358f172,Taquería El Gallo,20.704914456909,-102.33732470540328,Francisco I. Madero 345 A,Arandas,Jalisco,,,,,MX,2011-08-10,2020-07-25,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4e41eb0962843d3dc358f172,b'\x00\x00\x00\x00\x01\xc0Y\x95\x96\xba\\u\xc1@4\xb4uF\x1a\xe6\xd9',"{'xmin': -102.33732470540328, 'ymin': 20.704914456909, 'xmax': -102.33732470540328, 'ymax': 20.704914456909}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
570ab379498eee8952016a21,El Barbacon Tacos,20.682993235112793,-103.3598089536296,Herrera Y Cairo 1086,,,,,,,MX,2016-04-10,2017-02-03,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/570ab379498eee8952016a21,"b'\x00\x00\x00\x00\x01\xc0Y\xd7\x07\x1c"")j@4\xae\xd8\xa5\x082\xdd'","{'xmin': -103.3598089536296, 'ymin': 20.682993235112793, 'xmax': -103.3598089536296, 'ymax': 20.682993235112793}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4fcbdd62e4b0d9a5f08b743f,Tacos Pepe Fish,20.639690384564034,-103.28330617454831,Av. Patria 290,Tonala,Jalisco,,,,,MX,2012-06-03,2024-03-23,,33 1563 5170,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4fcbdd62e4b0d9a5f08b743f,"b""\x00\x00\x00\x00\x01\xc0Y\xd2!\xb08\x9c'@4\xa3\xc2\xbf\xc1D\xa8""","{'xmin': -103.28330617454831, 'ymin': 20.639690384564034, 'xmax': -103.28330617454831, 'ymax': 20.639690384564034}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5123aa70e4b0ba7e4e8e82d4,"Tacos ""4x20""",22.13738144346819,-100.93341177381639,,,,,,,,MX,2013-02-19,2013-03-08,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5123aa70e4b0ba7e4e8e82d4,b'\x00\x00\x00\x00\x01\xc0Y;\xbd\x04\xbc\x8f\x89@6#+n&\xc5\xed',"{'xmin': -100.93341177381639, 'ymin': 22.13738144346819, 'xmax': -100.93341177381639, 'ymax': 22.13738144346819}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5c55027f7dc9e1002ce6b4fb,Tacos Checo,21.518612,-104.88756,,Tepic,Nayarit,63050,,,,MX,2019-02-02,2020-01-19,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/5c55027f7dc9e1002ce6b4fb,b'\x00\x00\x00\x00\x01\xc0Z8\xcd\xc8uO7@5\x84\xc3\xc1\x8bP+',"{'xmin': -104.88756, 'ymin': 21.518612, 'xmax': -104.88756, 'ymax': 21.518612}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4d0a6dc98ea0a143d817e673,La Choza,20.673762172032795,-103.37480604382047,Miguel de Cervantes,"Guadalajara, JAL",JAL,,,,,MX,2010-12-16,2024-12-19,,33 1732 4117,http://lachoza.com.mx,,1400099550205624.0,,tacoslachoza,['4bf58dd8d48988d151941735' '4bf58dd8d48988d1cb941735'],"['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'
 'Dining and Drinking > Food Truck']",https://foursquare.com/placemakers/review-place/4d0a6dc98ea0a143d817e673,b'\x00\x00\x00\x00\x01\xc0Y\xd7\xfc\xd2}#U@4\xac{\xad~)\xac',"{'xmin': -103.37480604382047, 'ymin': 20.673762172032795, 'xmax': -103.37480604382047, 'ymax': 20.673762172032795}","dining and drinking > restaurant > mexican restaurant > taco restaurant, dining and drinking > food truck",1
50e4dc62e4b0c88a50f055c4,Tacos  5 Pesos,20.669041338013447,-103.41949469885537,,,,,,,,MX,2013-01-03,2015-06-17,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/50e4dc62e4b0c88a50f055c4,b'\x00\x00\x00\x00\x01\xc0Y\xda\xd9\x00K\x1bx@4\xabFK\np\x99',"{'xmin': -103.41949469885537, 'ymin': 20.669041338013447, 'xmax': -103.41949469885537, 'ymax': 20.669041338013447}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
55613eac498e9707b7e7da87,Tacos el Güero,20.658701,-103.296269,Enrique Granados #3021,"Guadalajara, JAL",Jalisco,44810,,,,MX,2015-05-24,2019-06-05,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/55613eac498e9707b7e7da87,b'\x00\x00\x00\x00\x01\xc0Y\xd2\xf6\x12@td@4\xa8\xa0\xa0\xf4\xd7\xae',"{'xmin': -103.296269, 'ymin': 20.658701, 'xmax': -103.296269, 'ymax': 20.658701}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4c79ec8493ef236a6a6ab10f,Ta' Carbón,19.249023618860083,-103.7178897857666,San Fernando,Colima,Colima/México,,,,,MX,2010-08-29,2018-12-01,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/4c79ec8493ef236a6a6ab10f,b'\x00\x00\x00\x00\x01\xc0Y\xed\xf1\xe8\x00\x00\x00@3?\xc0\x03\n\xef\x85',"{'xmin': -103.7178897857666, 'ymin': 19.249023618860083, 'xmax': -103.7178897857666, 'ymax': 19.249023618860083}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
585756b9da54ae2d2510a207,Tacos Anita,19.28128,-104.78781,,La Manzanilla,Jalisco,,,,,MX,2016-12-19,2025-01-02,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/585756b9da54ae2d2510a207,b'\x00\x00\x00\x00\x01\xc0Z2kz\xa2]\x8d@3H\x01\xf7Q\x04\xd5',"{'xmin': -104.78781, 'ymin': 19.28128, 'xmax': -104.78781, 'ymax': 19.28128}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
589213b5fc5a5f7ab7824fe6,Tacos El Chino El Dorado,21.862011,-102.305275,,,,,,,,MX,2017-02-01,2024-01-02,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/589213b5fc5a5f7ab7824fe6,"b""\x00\x00\x00\x00\x01\xc0Y\x93\x89\xa0'RT@5\xdc\xac\xc0\xbd\xca\xd1""","{'xmin': -102.305275, 'ymin': 21.862011, 'xmax': -102.305275, 'ymax': 21.862011}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
53416387498e93112213b9f1,"Tacos de Barbacoa ""El Tío Jessy""",20.688194719218885,-103.29497004088302,Circunvalacion,,jalisco,,,,,MX,2014-04-06,2020-09-03,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],https://foursquare.com/placemakers/review-place/53416387498e93112213b9f1,b'\x00\x00\x00\x00\x01\xc0Y\xd2\xe0\xca\x05\xb9\x1c@4\xb0-\x87tS4',"{'xmin': -103.29497004088302, 'ymin': 20.688194719218885, 'xmax': -103.29497004088302, 'ymax': 20.688194719218885}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
