fsq_place_id,name,latitude,longitude,address,locality,region,postcode,admin_region,post_town,po_box,country,date_created,date_refreshed,date_closed,tel,website,email,facebook_id,instagram,twitter,fsq_category_ids,fsq_category_labels,geom,bbox,labels_str,taco_restaurant
530956d0498ea0127a6dbc20,Súper tacos,32.354422,-117.059205,Benito Juárez,Rosarito,Baja California,,,,,MX,2014-02-23,2020-11-30,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0]C\xca\x03\xc4\xb0\x9f@@-]\xb39}\xd0',"{'xmin': -117.059205, 'ymin': 32.354422, 'xmax': -117.059205, 'ymax': 32.354422}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
501ffab8e4b0d88878d3027c,Taqueria Super Económica,32.621224378482026,-115.5117860487669,Naciones Unidas,Mexicali,Baja California,,,,,MX,2012-08-06,2020-11-23,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0\\\xe0\xc1\x1aE\x80/@@O\x84G\xca\x87t',"{'xmin': -115.5117860487669, 'ymin': 32.621224378482026, 'xmax': -115.5117860487669, 'ymax': 32.621224378482026}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
56bc4030498ede6d7edf7f6a,tacos la bonita,32.664023,-115.487207,,Mexicali,BN,,,,,MX,2016-02-11,2020-11-30,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0\\\xdf.fD\xd8w@@T\xfe\xb4\xa6eZ',"{'xmin': -115.487207, 'ymin': 32.664023, 'xmax': -115.487207, 'ymax': 32.664023}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4e9b0be52c5b4d6405984905,Tacos Fofos,32.607810696200005,-115.46280197693724,,,,,,,,MX,2011-10-16,2021-08-11,,,,,,,,['4bf58dd8d48988d151941735' '4bf58dd8d48988d1c1941735'],"['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'
 'Dining and Drinking > Restaurant > Mexican Restaurant']",b'\x00\x00\x00\x00\x01\xc0\\\xdd\x9e\x8c.\xde\x0e@@M\xcc\xbd\xab+D',"{'xmin': -115.46280197693724, 'ymin': 32.607810696200005, 'xmax': -115.46280197693724, 'ymax': 32.607810696200005}","dining and drinking > restaurant > mexican restaurant > taco restaurant, dining and drinking > restaurant > mexican restaurant",1
52be5ff9498e01892e1f7b2c,tacos el diego,32.66388702392578,-115.4153823852539,,,,,,,,MX,2013-12-28,2021-08-16,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0\\\xda\x95\xa0\x00\x00\x00@@T\xfa@\x00\x00\x00',"{'xmin': -115.4153823852539, 'ymin': 32.66388702392578, 'xmax': -115.4153823852539, 'ymax': 32.66388702392578}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
56c54101cd10e1f7f81e0cdd,Teto's taqueria,32.363644,-117.053561,,,,,,,,MX,2016-02-18,2021-08-14,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0]Cm\x8b\x1d\xd5\xd4@@.\x8b\xe2\xf7\xb1}',"{'xmin': -117.053561, 'ymin': 32.363644, 'xmax': -117.053561, 'ymax': 32.363644}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4f6f5e83e4b02781d5a09155,Los tacos de mixiote,32.5246763,-117.0550395,Londres y Roma,,,,,,,MX,2012-03-25,2021-08-16,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0]C\x85\xc4e\x1f?@@C(\x97\xce\xbe?',"{'xmin': -117.0550395, 'ymin': 32.5246763, 'xmax': -117.0550395, 'ymax': 32.5246763}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4f68d52ce4b005342b4b3f6e,Tacos La Esquinita,32.628146,-115.460831,,,,,,,,MX,2012-03-20,2021-08-13,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0\\\xdd~AN~\xe9@@Pg\x16\x8f\x8e~',"{'xmin': -115.460831, 'ymin': 32.628146, 'xmax': -115.460831, 'ymax': 32.628146}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4f502c4be4b0a18b74c87a21,la adelita tortilleria,32.53154171176692,-117.03974743969205,,,,,,,,MX,2012-03-02,2021-08-22,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0]B\x8b8\xd8d\xef@@D\t\x8f\x0e?\xd8',"{'xmin': -117.03974743969205, 'ymin': 32.53154171176692, 'xmax': -117.03974743969205, 'ymax': 32.53154171176692}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
4c78d52d3badb1f73a184d54,Los Traileros,31.891660411187292,-116.69373073560779,,EnsenadA,,,,,,MX,2010-08-28,2020-11-24,,,,,,,,['4bf58dd8d48988d151941735' '4bf58dd8d48988d1c1941735'],"['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'
 'Dining and Drinking > Restaurant > Mexican Restaurant']","b'\x00\x00\x00\x00\x01\xc0],f\x15\x99j\x97@?\xe4C\xdbQ/\xf5'","{'xmin': -116.69373073560779, 'ymin': 31.891660411187292, 'xmax': -116.69373073560779, 'ymax': 31.891660411187292}","dining and drinking > restaurant > mexican restaurant > taco restaurant, dining and drinking > restaurant > mexican restaurant",1
